score,make,model,variant,year,transmissionType,fuelType,ownership,emi,odometer
800180,Maruti,Baleno,ALPHA PETROL 1.2,2023,Manual,Petrol,1,15231,14576
798000,Hyundai,Creta,SX PLUS AT 1.6 PETROL,2017,Automatic,Petrol,1,15601,83352
797000,Maruti,Ertiga,ZDI + SHVS,2017,Manual,Diesel,1,15582,88527
795000,Hyundai,VENUE,S(O) 1.2,2022,Manual,Petrol,1,15542,26057
790000,Hyundai,VENUE,S Plus 1.2 Petrol MT,2022,Manual,Petrol,1,15445,12704
785000,Mahindra,XUV300,W6 1.2 PETROL AMT,2021,Automatic,Petrol,1,15347,41374
780000,Tata,NEXON,XMA SUNROOF PETROL,2023,Automatic,Petrol,2,15249,5132
779000,Tata,PUNCH,CREATIVE AMT 1.2 RTN DUAL TONE,2022,Automatic,Petrol,1,15230,31633
778000,Skoda,Rapid,AMBITION 1.5 TDI AT,2019,Automatic,Diesel,1,17306,105474
778000,Ford,Ecosport,TITANIUM + 1.5L PETROL AT,2020,Automatic,Petrol,2,15210,39598
775000,Maruti,Baleno,ZETA PETROL 1.2,2024,Manual,Petrol,1,15151,21678
775000,Tata,ALTROZ,XZ PLUS DIESEL,2022,Manual,Diesel,1,15151,38566
772000,Maruti,Vitara Brezza,VXI AT SHVS,2021,Automatic,Petrol,1,15093,55902
770000,Hyundai,VENUE,SX 1.0 TURBO IMT,2021,Manual,Petrol,1,15054,48852
764000,Tata,NEXON,XMA SUNROOF PETROL,2022,Automatic,Petrol,1,14936,41379
762000,Skoda,Rapid,STYLE TSI,2021,Manual,Petrol,1,14897,34710
761000,Maruti,Ciaz,ZETA 1.5 SHVS MT PETROL,2021,Manual,Petrol,1,14878,90828
761000,Mahindra,XUV300,W8 (O) 1.5 DIESEL,2019,Manual,Diesel,2,14878,58321
757000,Tata,PUNCH,CREATIVE AMT 1.2 RTN DUAL TONE,2022,Automatic,Petrol,1,14799,22803
757000,Hyundai,VENUE,S 1.2,2023,Manual,Petrol,1,14799,57444
754000,Renault,Kiger,RXZ AMT,2021,Automatic,Petrol,1,14741,23996
750000,Nissan,MAGNITE,XV TURBO CVT,2022,Automatic,Petrol,2,14663,11876
750000,Renault,Kiger,RXZ TURBO CVT DUAL TONE,2021,Automatic,Petrol,1,14663,14535
749000,Maruti,Ciaz,ALPHA  AT 1.5 SHVS PETROL,2019,Automatic,Petrol,1,14643,55726
745000,Tata,TIGOR,XZ PLUS CNG,2023,Manual,CNG,1,14565,10731
740000,Honda,City,1.5L I-VTEC VX,2018,Manual,Petrol,1,14467,35888
737000,Tata,NEXON,XZ PLUS PETROL,2021,Manual,Petrol,2,14408,35429
728000,Maruti,Ertiga,ZXI+,2016,Manual,Petrol,1,14233,56170
728000,Honda,WR-V,1.2L I-VTEC VX MT,2021,Manual,Petrol,1,14233,55721
726000,Mahindra,Thar,CRDE 4X4 AC,2017,Manual,Diesel,4,16149,52101
726000,Hyundai,VENUE,SX PLUS 1.0 TURBO DCT,2020,Automatic,Petrol,1,14193,73317
726000,Hyundai,Verna,1.4 EX CRDI,2019,Manual,Diesel,1,14193,80739
